job_level,performance_rating,job_role,age,job_satisfaction,company_size,employee_id,leadership_opportunities,company_reputation,marital_status,overtime,employee_recognition,attrition,education_level,gender,number_of_promotions,years_at_company,innovation_opportunities,work_life_balance,distance_from_home,remote_work,monthly_income,number_of_dependents,age_group,commute_distance,years_per_promotion,loyalty_bucket,income_tier,has_dependents
Entry,High,Technology,56,High,Small,8167,0,Good,Married,0,Low,0,Master’s Degree,Male,0,28,1,Good,7,0,9094,3,56+,Short,28.0,Stagnant (No Promos),High Income,Has Dependents
Senior,Average,Finance,52,Very High,Medium,35690,0,Good,Divorced,1,Low,0,Associate Degree,Male,0,40,1,Fair,32,0,6592,5,46-55,Short,40.0,Stagnant (No Promos),Middle Income,Has Dependents
Mid,High,Finance,20,Very High,Medium,61178,0,Good,Single,0,Medium,0,Master’s Degree,Male,1,12,0,Fair,40,0,8028,5,18-25,Medium,6.0,Average Promotion,Middle Income,Has Dependents
Entry,Average,Media,51,High,Medium,45362,0,Poor,Divorced,1,Medium,1,Bachelor’s Degree,Male,4,21,0,Fair,97,0,5991,3,46-55,Long,4.2,Fast Promotion,Low Income,Has Dependents
Entry,Average,Media,26,Very High,Large,46144,0,Fair,Married,0,Low,1,Master’s Degree,Female,0,16,1,Excellent,87,0,7156,0,26-35,Long,16.0,Stagnant (No Promos),Middle Income,No Dependents
Mid,High,Finance,41,High,Medium,13273,0,Good,Married,1,Low,1,Bachelor’s Degree,Male,1,32,0,Fair,90,0,7134,2,36-45,Long,16.0,Stagnant (No Promos),Middle Income,Has Dependents
Senior,Low,Finance,59,High,Medium,14810,0,Good,Single,0,Low,0,High School,Male,2,35,0,Excellent,91,0,12431,1,56+,Long,11.666666666666666,Average Promotion,High Income,Has Dependents
Entry,Average,Healthcare,45,Very High,Medium,43965,0,Good,Married,0,Low,0,Bachelor’s Degree,Male,1,23,0,Fair,16,0,8285,3,36-45,Short,11.5,Average Promotion,Middle Income,Has Dependents
Mid,High,Education,52,High,Small,30905,0,Good,Single,0,Medium,0,High School,Female,0,40,0,Excellent,70,1,4164,1,46-55,Long,40.0,Stagnant (No Promos),Low Income,Has Dependents
Entry,Average,Technology,34,High,Medium,48546,0,Good,Married,0,Low,1,Associate Degree,Male,2,1,0,Fair,59,0,8030,0,26-35,Medium,0.3333333333333333,Fast Promotion,Middle Income,No Dependents
Senior,Average,Finance,48,Low,Medium,23164,0,Poor,Single,1,Low,1,Bachelor’s Degree,Male,0,34,0,Good,53,0,7140,5,46-55,Medium,34.0,Stagnant (No Promos),Middle Income,Has Dependents
Mid,High,Healthcare,21,Medium,Small,1429,0,Poor,Married,0,High,1,Bachelor’s Degree,Female,2,5,0,Good,68,0,7050,0,18-25,Long,1.6666666666666667,Fast Promotion,Middle Income,No Dependents
Entry,Below Average,Healthcare,53,Very High,Medium,42123,0,Fair,Single,1,Low,1,Associate Degree,Female,0,44,1,Fair,56,0,8362,2,46-55,Medium,44.0,Stagnant (No Promos),Middle Income,Has Dependents
Senior,Below Average,Healthcare,55,Very High,Medium,2858,1,Fair,Divorced,0,Very High,0,Bachelor’s Degree,Male,1,23,0,Good,11,0,7887,4,46-55,Short,11.5,Average Promotion,Middle Income,Has Dependents
Mid,Below Average,Finance,25,Medium,Small,27545,0,Poor,Single,1,Low,1,Bachelor’s Degree,Male,0,3,1,Fair,83,0,10934,6,18-25,Long,3.0,Fast Promotion,High Income,Has Dependents
Entry,Average,Technology,51,Medium,Medium,6481,0,Poor,Married,0,High,0,High School,Male,0,28,0,Good,43,0,9577,1,46-55,Medium,28.0,Stagnant (No Promos),High Income,Has Dependents
Senior,Below Average,Education,18,Very High,Large,42644,0,Poor,Married,1,High,0,Master’s Degree,Male,0,1,0,Good,54,0,3840,3,18-25,Medium,1.0,Fast Promotion,Low Income,Has Dependents
Mid,Below Average,Education,41,Low,Medium,37940,0,Good,Married,0,Low,1,Bachelor’s Degree,Male,1,8,1,Fair,84,1,4696,2,36-45,Long,4.0,Fast Promotion,Low Income,Has Dependents
Senior,Average,Technology,56,High,Large,28130,0,Excellent,Married,1,Medium,0,Master’s Degree,Female,0,20,0,Poor,83,1,7297,0,56+,Long,20.0,Stagnant (No Promos),Middle Income,No Dependents
Senior,High,Finance,54,Very High,Medium,41941,0,Fair,Married,1,Low,1,Associate Degree,Male,2,6,0,Poor,60,0,11661,3,46-55,Medium,2.0,Fast Promotion,High Income,Has Dependents
Entry,Below Average,Education,35,High,Medium,34961,0,Good,Divorced,0,Medium,0,Bachelor’s Degree,Male,0,12,0,Poor,1,1,3790,1,26-35,Short,12.0,Average Promotion,Low Income,Has Dependents
Entry,Average,Technology,22,Very High,Small,33842,0,Good,Divorced,0,Low,1,High School,Male,2,10,0,Good,76,0,5740,1,18-25,Long,3.3333333333333335,Fast Promotion,Low Income,Has Dependents
Mid,High,Media,39,High,Medium,36707,0,Fair,Divorced,0,Medium,1,Master’s Degree,Male,2,26,0,Fair,90,0,5914,2,36-45,Long,8.666666666666666,Average Promotion,Low Income,Has Dependents
Senior,Average,Healthcare,54,High,Large,74196,0,Good,Single,1,Low,1,High School,Female,0,43,0,Excellent,26,0,8324,2,46-55,Short,43.0,Stagnant (No Promos),Middle Income,Has Dependents
Mid,Average,Healthcare,19,Low,Large,32685,0,Good,Married,1,High,1,Bachelor’s Degree,Female,0,7,0,Fair,8,0,8601,1,18-25,Short,7.0,Average Promotion,High Income,Has Dependents
Senior,High,Technology,39,Medium,Small,55173,0,Good,Single,0,Medium,0,Associate Degree,Female,2,28,0,Fair,63,0,8766,1,36-45,Medium,9.333333333333334,Average Promotion,High Income,Has Dependents
Mid,Average,Education,42,High,Large,57214,0,Good,Single,1,Low,1,PhD,Female,0,22,1,Excellent,40,0,4432,1,36-45,Medium,22.0,Stagnant (No Promos),Low Income,Has Dependents
Mid,Below Average,Healthcare,20,High,Small,68912,0,Poor,Single,0,Medium,1,Associate Degree,Female,2,8,0,Poor,16,0,8036,2,18-25,Short,2.6666666666666665,Fast Promotion,Middle Income,Has Dependents
Mid,Below Average,Finance,20,High,Medium,61327,0,Good,Divorced,1,High,1,Bachelor’s Degree,Male,1,5,0,Fair,33,0,9118,5,18-25,Short,2.5,Fast Promotion,High Income,Has Dependents
Entry,Below Average,Education,58,High,Small,52383,0,Good,Single,1,Low,1,Associate Degree,Female,0,24,0,Good,9,0,3755,0,56+,Short,24.0,Stagnant (No Promos),Low Income,No Dependents
Senior,Average,Education,31,High,Small,65661,0,Fair,Divorced,0,Low,0,Associate Degree,Male,2,1,0,Good,1,1,3254,1,26-35,Short,0.3333333333333333,Fast Promotion,Low Income,Has Dependents
Mid,Average,Healthcare,58,High,Medium,1511,0,Excellent,Single,0,Low,0,High School,Female,1,27,0,Good,94,1,8014,2,56+,Long,13.5,Stagnant (No Promos),Middle Income,Has Dependents
Mid,Below Average,Healthcare,48,High,Small,20521,0,Fair,Single,0,High,1,Bachelor’s Degree,Male,0,35,0,Excellent,84,0,9831,0,46-55,Long,35.0,Stagnant (No Promos),High Income,No Dependents
Senior,Average,Healthcare,42,Low,Small,36906,0,Poor,Married,0,Low,0,Master’s Degree,Male,0,24,0,Good,96,0,7973,1,36-45,Long,24.0,Stagnant (No Promos),Middle Income,Has Dependents
Senior,Below Average,Healthcare,38,High,Medium,49418,0,Good,Married,1,Low,0,High School,Female,0,26,0,Fair,22,0,6953,1,36-45,Short,26.0,Stagnant (No Promos),Middle Income,Has Dependents
Mid,Average,Technology,44,High,Medium,53875,0,Good,Married,1,Medium,0,Master’s Degree,Male,1,15,0,Excellent,40,1,8816,0,36-45,Medium,7.5,Average Promotion,High Income,No Dependents
Entry,High,Technology,25,High,Medium,57202,0,Good,Married,1,Medium,0,PhD,Male,0,16,0,Good,40,0,10090,2,18-25,Medium,16.0,Stagnant (No Promos),High Income,Has Dependents
Mid,Below Average,Healthcare,54,Very High,Small,23720,0,Poor,Divorced,0,Low,1,Master’s Degree,Male,0,10,0,Excellent,11,1,6985,2,46-55,Short,10.0,Average Promotion,Middle Income,Has Dependents
Entry,High,Technology,42,High,Large,10650,0,Fair,Married,0,Low,0,High School,Female,1,11,1,Fair,20,1,6761,1,36-45,Short,5.5,Average Promotion,Middle Income,Has Dependents
Senior,Average,Healthcare,49,High,Medium,73254,0,Poor,Married,0,Low,1,Associate Degree,Female,0,28,0,Good,40,0,8268,0,46-55,Medium,28.0,Stagnant (No Promos),Middle Income,No Dependents
Mid,Average,Technology,51,High,Medium,31502,0,Good,Married,0,Medium,0,High School,Male,1,32,1,Fair,33,0,9766,4,46-55,Short,16.0,Stagnant (No Promos),High Income,Has Dependents
Senior,Average,Technology,53,Very High,Medium,23318,0,Poor,Married,0,High,0,Bachelor’s Degree,Male,0,38,0,Fair,51,0,9981,0,46-55,Medium,38.0,Stagnant (No Promos),High Income,No Dependents
Entry,Average,Healthcare,47,High,Small,4190,0,Excellent,Single,1,Medium,1,Associate Degree,Male,2,2,0,Fair,19,0,6650,2,46-55,Short,0.6666666666666666,Fast Promotion,Middle Income,Has Dependents
Entry,Average,Education,18,Low,Small,40349,0,Poor,Married,0,Low,1,Associate Degree,Male,1,2,1,Good,77,0,4694,2,18-25,Long,1.0,Fast Promotion,Low Income,Has Dependents
Mid,High,Education,39,Very High,Medium,19902,0,Good,Married,0,Medium,0,Bachelor’s Degree,Male,2,16,0,Good,43,1,4147,3,36-45,Medium,5.333333333333333,Average Promotion,Low Income,Has Dependents
Entry,Average,Education,42,Very High,Small,3526,0,Good,Married,0,Low,1,High School,Female,3,6,0,Excellent,46,0,4696,1,36-45,Medium,1.5,Fast Promotion,Low Income,Has Dependents
Entry,Average,Media,37,High,Medium,57695,0,Poor,Single,1,Very High,1,Bachelor’s Degree,Female,4,9,0,Fair,41,0,6462,0,36-45,Medium,1.8,Fast Promotion,Middle Income,No Dependents
Entry,High,Healthcare,59,Very High,Large,15212,0,Fair,Married,0,Medium,0,Bachelor’s Degree,Male,0,21,0,Good,64,0,8397,2,56+,Medium,21.0,Stagnant (No Promos),High Income,Has Dependents
Entry,Low,Technology,40,Low,Medium,63964,0,Good,Single,0,Low,1,Bachelor’s Degree,Male,2,26,0,Excellent,74,0,5437,0,36-45,Long,8.666666666666666,Average Promotion,Low Income,No Dependents
Entry,Average,Media,41,High,Large,71719,0,Good,Married,0,Low,1,Associate Degree,Female,0,2,0,Good,10,1,6256,1,36-45,Short,2.0,Fast Promotion,Middle Income,Has Dependents
Mid,Average,Technology,22,High,Large,44257,0,Fair,Married,0,Low,0,Bachelor’s Degree,Male,2,13,0,Good,18,0,8827,0,18-25,Short,4.333333333333333,Fast Promotion,High Income,No Dependents
Mid,Average,Education,46,Low,Medium,69659,0,Fair,Married,0,Medium,0,High School,Female,0,4,0,Fair,86,0,4315,1,46-55,Long,4.0,Fast Promotion,Low Income,Has Dependents
Mid,Below Average,Technology,28,Low,Large,35554,0,Excellent,Single,1,Low,1,High School,Male,2,5,0,Fair,18,0,8140,0,26-35,Short,1.6666666666666667,Fast Promotion,Middle Income,No Dependents
Entry,Average,Technology,30,High,Medium,7538,0,Fair,Single,1,Low,0,Bachelor’s Degree,Female,2,18,0,Excellent,43,0,7931,5,26-35,Medium,6.0,Average Promotion,Middle Income,Has Dependents
Mid,Average,Technology,38,High,Large,68975,0,Poor,Married,0,Medium,0,Master’s Degree,Male,0,17,1,Good,68,0,9589,3,36-45,Long,17.0,Stagnant (No Promos),High Income,Has Dependents
Entry,Average,Education,31,High,Medium,29435,0,Poor,Single,0,Medium,1,Bachelor’s Degree,Male,1,12,0,Good,18,1,4492,3,26-35,Short,6.0,Average Promotion,Low Income,Has Dependents
Mid,High,Healthcare,47,Low,Medium,1496,0,Good,Married,1,Medium,0,High School,Female,3,30,0,Excellent,90,1,7446,3,46-55,Long,7.5,Average Promotion,Middle Income,Has Dependents
Mid,Below Average,Technology,34,Low,Medium,49586,0,Good,Single,1,High,1,Bachelor’s Degree,Male,0,22,0,Good,79,0,7577,0,26-35,Long,22.0,Stagnant (No Promos),Middle Income,No Dependents
Senior,Below Average,Finance,27,High,Large,3709,0,Excellent,Married,0,Low,0,Associate Degree,Female,0,11,0,Fair,15,0,8141,2,26-35,Short,11.0,Average Promotion,Middle Income,Has Dependents
Entry,Average,Technology,57,High,Medium,59147,0,Excellent,Married,0,Low,1,Master’s Degree,Male,2,5,0,Poor,88,0,6996,0,56+,Long,1.6666666666666667,Fast Promotion,Middle Income,No Dependents
Senior,Average,Technology,22,Very High,Small,58157,0,Poor,Married,1,Low,1,High School,Female,0,1,0,Good,61,0,10086,2,18-25,Medium,1.0,Fast Promotion,High Income,Has Dependents
Mid,Average,Healthcare,43,High,Medium,10550,0,Poor,Single,1,Low,1,Associate Degree,Female,1,7,0,Fair,21,1,5944,1,36-45,Short,3.5,Fast Promotion,Low Income,Has Dependents
Senior,Average,Education,44,High,Medium,44672,0,Good,Married,1,Low,0,Associate Degree,Female,1,18,0,Excellent,41,0,3702,0,36-45,Medium,9.0,Average Promotion,Low Income,No Dependents
Entry,Average,Education,47,Low,Medium,52479,0,Fair,Married,0,High,1,High School,Female,0,6,0,Good,68,0,4764,2,46-55,Long,6.0,Average Promotion,Low Income,Has Dependents
Senior,High,Education,55,High,Small,22674,1,Excellent,Married,1,High,0,High School,Male,0,41,0,Good,54,1,3960,0,46-55,Medium,41.0,Stagnant (No Promos),Low Income,No Dependents
Mid,High,Education,37,Low,Medium,33443,0,Good,Single,1,Medium,0,High School,Male,0,28,0,Good,97,1,4351,5,36-45,Long,28.0,Stagnant (No Promos),Low Income,Has Dependents
Entry,Average,Healthcare,34,Medium,Small,4340,0,Poor,Single,0,Very High,1,Bachelor’s Degree,Male,0,6,0,Fair,54,0,7827,3,26-35,Medium,6.0,Average Promotion,Middle Income,Has Dependents
Entry,Average,Technology,22,Very High,Medium,12568,0,Good,Married,0,Medium,1,High School,Male,0,7,0,Poor,24,0,11368,2,18-25,Short,7.0,Average Promotion,High Income,Has Dependents
Senior,Average,Media,21,Very High,Medium,30496,0,Good,Single,0,High,0,High School,Male,0,6,0,Good,23,0,5432,0,18-25,Short,6.0,Average Promotion,Low Income,No Dependents
Mid,High,Media,33,High,Large,36595,0,Fair,Married,1,High,0,Bachelor’s Degree,Male,0,17,0,Excellent,38,1,5363,0,26-35,Medium,17.0,Stagnant (No Promos),Low Income,No Dependents
Entry,High,Education,47,Very High,Large,2884,0,Good,Married,0,High,1,Associate Degree,Male,0,4,1,Excellent,14,0,4036,3,46-55,Short,4.0,Fast Promotion,Low Income,Has Dependents
Entry,Average,Media,30,High,Small,34283,0,Good,Married,0,High,0,Associate Degree,Female,0,2,0,Poor,49,0,5902,5,26-35,Medium,2.0,Fast Promotion,Low Income,Has Dependents
Senior,Average,Finance,43,High,Large,18607,0,Good,Married,0,Very High,0,Master’s Degree,Male,2,3,0,Poor,32,1,9456,0,36-45,Short,1.0,Fast Promotion,High Income,No Dependents
Mid,Below Average,Education,42,High,Small,7941,0,Poor,Single,0,High,0,High School,Female,0,34,0,Good,71,0,4756,0,36-45,Long,34.0,Stagnant (No Promos),Low Income,No Dependents
Entry,Average,Healthcare,25,High,Small,69424,0,Good,Married,0,High,1,High School,Male,0,2,0,Fair,86,0,7912,0,18-25,Long,2.0,Fast Promotion,Middle Income,No Dependents
Entry,Below Average,Healthcare,40,High,Medium,64138,0,Poor,Single,0,High,1,Associate Degree,Male,1,22,0,Good,1,1,8778,1,36-45,Short,11.0,Average Promotion,High Income,Has Dependents
Entry,Average,Finance,47,Very High,Medium,44049,0,Good,Married,0,Low,1,High School,Female,0,20,0,Fair,89,0,8403,1,46-55,Long,20.0,Stagnant (No Promos),High Income,Has Dependents
Mid,High,Education,47,Very High,Large,20443,0,Fair,Married,0,Low,0,High School,Male,1,38,0,Good,34,0,4138,2,46-55,Short,19.0,Stagnant (No Promos),Low Income,Has Dependents
Senior,Low,Technology,23,Medium,Large,74034,0,Poor,Married,0,High,1,Master’s Degree,Female,1,8,0,Poor,39,0,10156,0,18-25,Medium,4.0,Fast Promotion,High Income,No Dependents
Senior,Average,Healthcare,37,High,Medium,49600,0,Excellent,Married,0,Low,0,PhD,Female,1,26,0,Good,76,0,7830,1,36-45,Long,13.0,Stagnant (No Promos),Middle Income,Has Dependents
Senior,Average,Technology,35,High,Medium,20496,0,Good,Divorced,0,Medium,0,Bachelor’s Degree,Male,0,14,0,Fair,35,0,9150,0,26-35,Medium,14.0,Stagnant (No Promos),High Income,No Dependents
Mid,Average,Media,41,High,Medium,62694,0,Good,Single,0,Low,1,Master’s Degree,Male,0,29,0,Excellent,31,0,5734,0,36-45,Short,29.0,Stagnant (No Promos),Low Income,No Dependents
Entry,High,Media,35,Very High,Small,64567,0,Good,Married,1,Medium,0,Associate Degree,Female,2,14,0,Fair,24,1,6735,3,26-35,Short,4.666666666666667,Fast Promotion,Middle Income,Has Dependents
Entry,Average,Media,24,Low,Medium,4046,0,Fair,Single,0,Medium,1,Bachelor’s Degree,Male,0,3,0,Fair,13,0,5641,1,18-25,Short,3.0,Fast Promotion,Low Income,Has Dependents
Mid,Average,Healthcare,21,Very High,Medium,54394,1,Poor,Married,0,Low,1,Bachelor’s Degree,Female,0,1,0,Good,93,0,7062,1,18-25,Long,1.0,Fast Promotion,Middle Income,Has Dependents
Entry,Average,Media,44,High,Small,46840,0,Good,Married,1,Medium,1,Bachelor’s Degree,Male,0,17,0,Fair,76,1,5831,1,36-45,Long,17.0,Stagnant (No Promos),Low Income,Has Dependents
Senior,Average,Healthcare,32,Very High,Medium,40831,0,Good,Single,0,High,1,Bachelor’s Degree,Female,0,7,0,Good,47,0,8247,2,26-35,Medium,7.0,Average Promotion,Middle Income,Has Dependents
Entry,Average,Finance,50,Very High,Large,61138,0,Fair,Married,0,Medium,1,High School,Female,0,23,0,Poor,1,0,7496,0,46-55,Short,23.0,Stagnant (No Promos),Middle Income,No Dependents
Entry,High,Finance,40,Medium,Small,53602,0,Excellent,Married,0,Low,1,Bachelor’s Degree,Male,2,29,0,Fair,35,1,11293,1,36-45,Medium,9.666666666666666,Average Promotion,High Income,Has Dependents
Mid,Average,Technology,47,Very High,Large,32959,0,Good,Divorced,0,High,0,Master’s Degree,Male,0,12,0,Poor,20,0,7960,1,46-55,Short,12.0,Average Promotion,Middle Income,Has Dependents
Mid,Average,Finance,52,Medium,Medium,21119,0,Good,Single,1,High,0,Associate Degree,Female,0,19,0,Good,65,0,7542,1,46-55,Medium,19.0,Stagnant (No Promos),Middle Income,Has Dependents
Senior,High,Technology,21,High,Large,14174,0,Fair,Married,0,Low,0,Master’s Degree,Male,1,12,1,Excellent,46,0,9640,0,18-25,Medium,6.0,Average Promotion,High Income,No Dependents
Senior,Average,Media,53,High,Large,60450,0,Good,Married,0,Low,0,High School,Male,1,20,0,Fair,6,0,5704,2,46-55,Short,10.0,Average Promotion,Low Income,Has Dependents
Entry,Average,Healthcare,33,High,Medium,48536,0,Fair,Married,0,High,1,Associate Degree,Male,0,9,0,Excellent,58,0,8768,0,26-35,Medium,9.0,Average Promotion,High Income,No Dependents
Mid,Average,Healthcare,39,Medium,Small,8987,0,Poor,Married,0,Low,0,Bachelor’s Degree,Male,3,24,0,Good,95,0,6537,4,36-45,Long,6.0,Average Promotion,Middle Income,Has Dependents
Mid,Average,Education,30,Low,Small,3005,0,Fair,Single,1,Low,1,Associate Degree,Male,1,9,0,Excellent,67,0,4411,0,26-35,Long,4.5,Fast Promotion,Low Income,No Dependents
Entry,Average,Media,44,Low,Medium,11103,0,Fair,Married,0,Medium,1,Bachelor’s Degree,Female,1,28,0,Poor,65,0,6159,0,36-45,Medium,14.0,Stagnant (No Promos),Middle Income,No Dependents
Mid,High,Education,40,High,Medium,678,0,Good,Single,0,High,0,Master’s Degree,Male,0,23,0,Fair,27,0,5104,0,36-45,Short,23.0,Stagnant (No Promos),Low Income,No Dependents
Entry,Average,Technology,36,Low,Medium,15981,0,Poor,Married,0,Low,1,Master’s Degree,Female,2,18,0,Excellent,51,0,7067,4,36-45,Medium,6.0,Average Promotion,Middle Income,Has Dependents
Entry,Average,Technology,44,Low,Small,51161,0,Good,Single,0,Medium,1,Master’s Degree,Female,1,8,1,Good,39,0,11725,1,36-45,Medium,4.0,Fast Promotion,High Income,Has Dependents
Mid,Average,Education,39,Medium,Large,61875,0,Fair,Married,1,Medium,1,Master’s Degree,Female,0,25,1,Fair,97,0,4228,1,36-45,Long,25.0,Stagnant (No Promos),Low Income,Has Dependents
Mid,Average,Media,21,High,Large,18445,0,Poor,Married,1,Low,0,Master’s Degree,Male,0,3,0,Fair,92,0,6617,4,18-25,Long,3.0,Fast Promotion,Middle Income,Has Dependents
Entry,Average,Media,58,High,Medium,18615,0,Good,Married,0,Low,0,Associate Degree,Male,0,16,0,Good,31,0,6123,0,56+,Short,16.0,Stagnant (No Promos),Low Income,No Dependents
Mid,Average,Technology,32,High,Large,8603,0,Good,Divorced,1,High,1,Master’s Degree,Female,2,15,0,Poor,60,0,9501,2,26-35,Medium,5.0,Fast Promotion,High Income,Has Dependents
Entry,Low,Media,36,High,Small,23411,0,Fair,Divorced,0,Low,1,Bachelor’s Degree,Female,0,14,0,Good,65,0,6296,1,36-45,Medium,14.0,Stagnant (No Promos),Middle Income,Has Dependents
Mid,High,Education,46,Very High,Small,1724,0,Good,Married,0,Medium,0,Associate Degree,Male,0,16,0,Good,90,0,5015,4,46-55,Long,16.0,Stagnant (No Promos),Low Income,Has Dependents
Mid,Average,Healthcare,52,High,Medium,19974,0,Good,Single,0,High,0,High School,Male,3,33,0,Good,33,0,8887,3,46-55,Short,8.25,Average Promotion,High Income,Has Dependents
Mid,Low,Education,41,High,Large,61531,1,Good,Married,1,High,0,Master’s Degree,Male,0,23,0,Fair,85,0,4750,1,36-45,Long,23.0,Stagnant (No Promos),Low Income,Has Dependents
Senior,Below Average,Healthcare,58,Medium,Medium,22333,0,Good,Married,0,Low,0,Associate Degree,Female,3,27,0,Good,33,0,7120,1,56+,Short,6.75,Average Promotion,Middle Income,Has Dependents
Entry,Average,Healthcare,25,High,Large,56736,0,Good,Married,0,High,1,Bachelor’s Degree,Female,0,1,1,Good,77,0,8235,2,18-25,Long,1.0,Fast Promotion,Middle Income,Has Dependents
Entry,Average,Healthcare,44,High,Medium,55339,0,Good,Single,0,High,0,PhD,Female,2,5,0,Good,56,0,9083,0,36-45,Medium,1.6666666666666667,Fast Promotion,High Income,No Dependents
Entry,High,Healthcare,53,Medium,Medium,46397,0,Good,Married,1,Low,1,PhD,Female,0,39,1,Poor,66,0,8895,1,46-55,Medium,39.0,Stagnant (No Promos),High Income,Has Dependents
Mid,Average,Technology,52,High,Small,23357,0,Good,Divorced,0,Low,1,Associate Degree,Female,0,24,0,Fair,63,0,7713,2,46-55,Medium,24.0,Stagnant (No Promos),Middle Income,Has Dependents
